30.62060343,-96.34055399
30.62064951,-96.34023986
30.62066453,-96.34026078
30.62068328,-96.34026332
30.6206808,-96.34025085
30.62066998,-96.34023756
30.62065767,-96.34022625
30.62065409,-96.34022242
30.62064168,-96.34021107
30.62062981,-96.34020189
30.62062806,-96.34019564
30.62061708,-96.34018868
30.62060851,-96.34018651
30.62059228,-96.34017039
30.62057571,-96.34016918
30.62056062,-96.34016215
30.62054988,-96.34014509
30.62054792,-96.34014117
30.6205375,-96.34012324
30.62051163,-96.34010212
30.62047048,-96.3400879
30.62041973,-96.3400504
30.62039892,-96.34004667
30.62037675,-96.34006164
30.62035369,-96.34007626
30.62033914,-96.34007253
30.62032701,-96.34007648
30.62031857,-96.34006756
30.6203176,-96.34006764
30.6203173,-96.34006751
30.62031968,-96.3400681
30.62033189,-96.34007783
30.62033351,-96.34009177
30.62034497,-96.34012838
30.62034841,-96.34014643
30.62035236,-96.34015414
30.62035279,-96.34015445
30.62035296,-96.34015441
30.62035297,-96.34015464
30.62035304,-96.34015479
30.62036693,-96.34014764
30.6203614,-96.34016936
30.62033232,-96.34019743
30.62030254,-96.34021969
30.62027956,-96.34024911
30.62026763,-96.3402685
30.62026064,-96.34030416
30.62025564,-96.34033928
30.62024488,-96.34037053
30.62024118,-96.34039041
30.62024134,-96.34041948
30.6202324,-96.34047053
30.62023132,-96.3405199
30.62023325,-96.34056236
30.62024158,-96.34056622
30.62027136,-96.34059324
30.62029335,-96.34061477
30.62031339,-96.3406437
30.62033732,-96.34067495
30.6203546,-96.34070485
30.62037492,-96.34073075
30.62040031,-96.34075158
30.62041829,-96.34076586
30.62043743,-96.34078286
30.62045557,-96.34079542
30.62047436,-96.34081226
30.62049244,-96.34082775
30.62051411,-96.34084252
30.62053662,-96.34085184
30.62055284,-96.34086399
30.62057245,-96.34087973
30.62059096,-96.34089914
30.62061061,-96.34091533
30.62063466,-96.34093705
30.62066646,-96.34093975
30.62070868,-96.34091893
30.6207189,-96.34090461
30.62073184,-96.34086331
30.62072528,-96.34081144
30.62070094,-96.34077226
30.6206824,-96.34072853
30.62066375,-96.34068904
30.62063499,-96.34066727
30.62060751,-96.34064495
30.62058618,-96.34062556
30.62058384,-96.34059693
30.62059531,-96.34057481
30.6206209,-96.34054433
30.62063669,-96.34052138
30.62065547,-96.34049841
30.62067199,-96.3404831
30.62068141,-96.34046194
30.62067381,-96.34046199
30.62068462,-96.34045099
30.62071675,-96.34042696
30.6207465,-96.34041893
30.62076534,-96.34038344
30.62076982,-96.34033433
30.62073925,-96.34028252
30.62072142,-96.34026675
